PLANT,PART_NAME,SERVICE_TYPE,FLOW_TYPE,STP_CD,ONESAP_LOT,PROCESS_BEFORE_QTY,PROCESS_AFTER_QTY,STATUS,LOT_CREATE_DATE,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U042.1,120,0,AC,03/25/2017,
SG21,MIP5310MTSCF,F,E,ST31S0000033,UCE9R024.1,652,0,WT,09/26/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE95012.1,0,2000,OW,09/05/2014,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF6T040.1,0,500,OW,04/06/2015,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF6T038.1,0,500,OW,04/06/2015,
SG21,MIP2E4DMY0LE,F,E,ST31S0000033,UCE7V508.1,34,0,WT,07/31/2014,
SG21,MIP2E4DMY0LP,F,E,ST31S0000033,UCE7V564.1,24,0,WT,07/31/2014,
SG21,AN6916,F,E,ST31S0000070,UCE7V582.1,416,0,WT,07/31/2014,
SG21,AN7513,F,E,ST31S0000070,UCE7V498.1,1145,0,WT,07/31/2014,
SG21,AN17831A,F,E,ST31S0000070,UCEAU005.1,752,0,WT,10/23/2014,
SG21,MIP2F50MTSCF,F,E,ST31S0000033,UCG1V988.1,596,0,WT,01/08/2016,
SG21,AN1431T,F,E,ST31S0000070,UCG8C350.1,10031,0,WT,08/12/2016,
SG21,AN1431T,F,E,ST31S0000070,UCG8C330.1,12018,0,WT,08/12/2016,
SG21,AN1431T,F,E,ST31S0000070,UCG8C339.1,6280,0,WT,08/12/2016,
SG21,AN7190NK-LDG,F,E,ST31S0000070,UCE7V581.1,201,0,WT,07/31/2014,
SG21,AN17891AAE2V,T,E,ST31S0000155,UCE7V568.1,381,0,WT,07/31/2014,
SG21,AN8882SB-E1V,F,E,ST31S0000154,UCECB005.1,418,0,WT,12/10/2014,
SG21,MN2WS0230A3,T,E,ST11S0000065,UBF8J015.1,9,0,WT,08/11/2015,
SG21,MIP3J20MSSCF,F,E,ST31S0000033,UCG2ICSV.1,842,0,WT,02/04/2016,
SG21,AN22004A-VF,F,E,ST31S0000154,UCE7V531.1,1750,0,WT,07/31/2014,
SG21,AN44020A-VF,F,E,ST31S0000154,UCEAG029.1,1255,0,WT,10/08/2014,
SG21,AN44010A-VF,F,E,ST31S0000154,UCF6A016.1,1577,0,WT,06/05/2015,
SG21,MIP0227SY1S0,F,E,ST31S0000033,UCE7V537.1,695,0,WT,07/31/2014,
SG21,AN7705,F,E,ST31S0000070,UCE7V570.1,385,0,WT,07/31/2014,
SG21,AN7812A,F,E,ST31S0000070,UCE8P005.1,247,0,WT,07/31/2014,
SG21,AN7805F-LC,F,E,ST31S0000070,UCF8G003.1,349,0,WT,08/16/2015,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF8R035.1,0,450,OW,04/21/2015,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N040.1,0,450,OW,05/19/2015,
SG21,AN17807A,F,E,ST31S0000070,UCE7V422.1,68,0,WT,07/31/2014,
SG21,AN7299S-E1V,F,E,ST31S0000154,UCE7V528.1,1155,0,WT,07/31/2014,
SG21,AN6564NS-E1V,F,E,ST31S0000154,UCE7V512.1,758,0,WT,07/31/2014,
SG21,MN101AFB1AXX,F,E,ST31S0000155,UCE7V429.1,83,0,WT,07/31/2014,
SG21,AN78L05TA,F,E,ST31S0000070,UCE7V541.1,2379,0,WT,07/31/2014,
SG21,AN3320S-E1V,F,E,ST31S0000154,UCF7K016.1,1357,0,WT,07/19/2015,
SG21,MIP0050ME1BR,F,E,ST31S0000154,UCECH005.1,283,0,WT,12/10/2014,
SG21,AN13410A-VB,F,E,ST31S0000154,UCG2KDEO.1,969,0,WT,02/05/2016,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U026.1,0,2000,OW,03/28/2017,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U037.1,0,120,EW,03/26/2017,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U038.1,0,120,EW,03/26/2017,
SG21,MIP3E10MSSCF,F,E,ST31S0000033,UCE7V575.1,1148,0,WT,07/31/2014,
SG21,2PG503Y001HD,F,E,ST31S0000033,UCE9C005.1,72,0,WT,07/31/2014,
SG21,MIP2E4DMY1HD,F,E,ST31S0000033,UCF49008.1,23,0,WT,04/09/2015,
SG21,AN6754S-E2V,F,E,ST31S0000154,UCE7V596.1,107,0,WT,07/31/2014,
SG21,AN6597FJMEBV,F,E,ST31S0000120,UCE7V590.1,1418,0,WT,07/31/2014,
SG21,AN7708,F,E,ST31S0000070,UCE7V441.1,3369,0,WT,07/31/2014,
SG21,AN7815A,F,E,ST31S0000070,UCE7V553.1,293,0,WT,07/31/2014,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N036.1,0,450,OW,05/19/2015,
SG21,AN7812F,F,E,ST31S0000070,UCFA3015.1,33,0,WT,08/05/2015,
SG21,MIP163000S,F,E,ST31S0000033,UCE7V452.1,418,0,WT,07/31/2014,
SG21,AN22002A-NF,F,E,ST31S0000154,UCE7V454.1,1274,0,WT,07/31/2014,
SG21,MN101EFA5AXW,F,E,ST31S0000155,UCF6T037.1,127,0,WT,05/14/2015,
SG21,MIP0224SY0LT,F,E,ST31S0000033,UCF9Q013.1,124,0,WT,09/26/2015,
SG21,MIP5620MSSCF,F,E,ST31S0000033,UCE7V523.1,294,0,WT,07/31/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE8M028.1,0,2000,OW,08/10/2014,
SG21,MIP160,F,E,ST31S0000033,UCE9B019.1,251,0,WT,09/10/2014,
SG21,MIP2930MY2GT,F,E,ST31S0000033,UCE7V469.1,1063,0,WT,07/31/2014,
SG21,AN6317SB-E1V,F,E,ST31S0000154,UCE7V492.1,903,0,WT,07/31/2014,
SG21,AN32250A-VB,F,E,ST31S0000120,UCE7V477.1,470,0,WT,07/31/2014,
SG21,MN101CD1DPDZ,F,E,ST31S0000123,UCF5S018.1,0,2000,OW,11/13/2014,
SG21,AN7708,F,E,ST31S0000070,UCE7V542.1,109,0,WT,07/31/2014,
SG21,AN7712,F,E,ST31S0000070,UCE9R025.1,212,0,WT,09/25/2014,
SG21,AN17822A,F,E,ST31S0000070,UCE7V545.1,404,0,WT,07/31/2014,
SG21,AN1431T,F,E,ST31S0000070,UCG8C183.1,11065,0,WT,08/12/2016,
SG21,AN7512,F,E,ST31S0000070,UCF7A010.1,185,0,WT,06/26/2015,
SG21,AN7465S-V,F,E,ST31S0000155,UCE9F008.1,784,0,WT,07/31/2014,
SG21,MIP2L70MY0LE,F,E,ST31S0000033,UCEBB018.1,425,0,WT,10/23/2014,
SG21,MIP0253STSCF,F,E,ST31S0000033,UCF65023.1,1998,0,WT,05/31/2015,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U108.1,0,2000,OW,03/28/2017,
SG21,MN2PS009,F,E,ST11S0000067,UBF78066.1,121,0,WT,07/08/2015,
SG21,MN2PS01511A,T,E,ST11S0000067,UBE9Q005.1,9,0,WT,09/23/2014,
SG21,MN5420,T,E,ST11S0000065,UBG8C218.1,141,0,WT,08/05/2016,
SG21,MN2WS0230A2N,T,E,ST11S0000067,UBH3U018.1,23,0,WT,03/25/2017,
SG21,MNBE48DAAUB,F,E,ST11S0000067,UBF1S017.1,151,0,WT,01/26/2015,
SG21,MIP2930MY,F,E,ST31S0000033,UCE7V576.1,358,0,WT,07/31/2014,
SG21,MIP2E7DMY1HD,F,E,ST31S0000033,UCEBG010.1,426,0,WT,11/14/2014,
SG21,MIP0122SY0LT,F,E,ST31S0000033,UCF6D027.1,622,0,WT,06/13/2015,
SG21,AN32183A-VF,F,E,ST31S0000155,UCH3U078.1,1000,0,WT,03/10/2017,
SG21,AN33012UA-VB,F,E,ST31S0000155,UCH3U056.1,1000,0,WT,03/16/2017,
SG21,AN6196SB-E2V,F,E,ST31S0000154,UCE7V597.1,659,0,WT,07/31/2014,
SG21,AN16990A-VFG,F,E,ST31S0000153,UCE7V600.1,170,0,WT,07/31/2014,
SG21,AN7805A,F,E,ST31S0000070,UCE9R023.1,795,0,WT,09/25/2014,
SG21,AN5281SC-E1V,F,E,ST31S0000154,UCE7V453.1,364,0,WT,07/31/2014,
SG21,AN7808,F,E,ST31S0000072,UCEA7013.1,0,400,OW,07/31/2014,
SG21,AN7512,F,E,ST31S0000072,UCF7U012.1,0,1000,OW,07/30/2015,
SG21,AN6767S-E1V,F,E,ST31S0000154,UCF2G020.1,1583,0,WT,12/24/2014,
SG21,MIP2910MTSCF,F,E,ST31S0000033,UCF98015.1,1891,0,WT,09/04/2015,
SG21,2SC1573BR1HD,F,E,ST41S0000029,UDE9L010.1,70,0,WT,08/15/2014,
SG21,MN89512RF1,F,E,ST11S0000065,UBG15458.1,220,0,WT,12/24/2015,
SG21,MIP0030MSSCF,F,E,ST31S0000033,UCE7V511.1,178,0,WT,07/31/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N043.1,0,2000,OW,08/10/2014,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF6I026.1,0,2000,OW,06/05/2015,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF69010.1,0,2000,OW,06/05/2015,
SG21,AN32183A-VF,F,E,ST31S0000155,UCH3U077.1,1000,0,WT,03/10/2017,
SG21,AN33012UA-VB,F,E,ST31S0000157,UCH3U055.1,1000,0,AC,03/16/2017,
SG21,AN32058A-VB,F,E,ST31S0000120,UCE7V574.1,386,0,HD,07/31/2014,
SG21,MN101CD1DPDZ,F,E,ST31S0000123,UCEBF005.1,0,2000,OW,11/13/2014,
SG21,MIP2E9DMY0LT,F,E,ST31S0000033,UCE7V593.1,36,0,WT,07/31/2014,
SG21,MIP826000L,F,E,ST31S0000032,UCF41003.1,523,0,WT,04/01/2015,
SG21,AN6755,F,E,ST31S0000070,UCE7V485.1,290,0,HD,07/31/2014,
SG21,AN78M15,F,E,ST31S0000070,UCF8E021.1,398,0,WT,04/12/2015,
SG21,AN7812F-LC,F,E,ST31S0000072,UCF5R009.1,0,450,OW,04/21/2015,
SG21,AN7815F-LC,F,E,ST31S0000070,UCF6R027.1,216,0,WT,04/21/2015,
SG21,AN7808F,F,E,ST31S0000070,UCFA2049.1,326,0,WT,08/05/2015,
SG21,AN7512,F,E,ST31S0000072,UCF7U013.1,0,1000,OW,07/30/2015,
SG21,AN7236,F,E,ST31S0000070,UCEAN020.1,448,0,WT,07/31/2014,
SG21,AN6742S-E1V,F,E,ST31S0000154,UCG31AOG.1,2011,0,WT,01/05/2016,
SG21,MN63Y1007-E1,F,E,ST31S0000154,UCF47005.1,1665,0,WT,03/23/2015,
SG21,2SC1573BR,F,E,ST41S0000029,UDE9N009.1,208,0,WT,08/15/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE8M030.1,0,2000,OW,08/10/2014,
SG21,MIP1630000V0,F,E,ST31S0000033,UCE7V566.1,29,0,WT,07/31/2014,
SG21,AN22000A-E1V,F,E,ST31S0000154,UCE7V532.1,661,0,WT,07/31/2014,
SG21,AN18101A-VF,F,E,ST31S0000154,UCE7V482.1,332,0,WT,07/31/2014,
SG21,MN101CB6GHA2,F,E,ST31S0000154,UCE7V479.1,671,0,WT,07/31/2014,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF71014.1,0,2000,OW,06/05/2015,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF6I024.1,0,2000,OW,06/05/2015,
SG21,AN7808,F,E,ST31S0000072,UCEA7015.1,0,400,OW,07/31/2014,
SG21,MIP5320MSSCF,F,E,ST31S0000033,UCEAG030.1,122,0,WT,10/16/2014,
SG21,AN44128ABVB,F,E,ST31S0000123,UCH3U098.1,0,5000,OW,03/06/2017,
SG21,MIP4110MTSCF,F,E,ST31S0000035,UCF4H020.1,0,2000,OW,04/10/2015,
SG21,MN63Y1210-E1,F,E,ST31S0000154,UCG22EMT.1,1061,0,WT,01/30/2016,
SG21,MN2PS009FX,F,E,ST11S0000067,UBF2N023.1,305,0,WT,02/23/2015,
SG21,MN2WS0230A2N,T,E,ST11S0000068,UBH3U041.1,0,120,EW,03/25/2017,
SG21,MIP3J20MS1DN,F,E,ST31S0000033,UCF9A048.1,964,0,WT,08/20/2015,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N048.1,0,2000,OW,08/10/2014,
SG21,MIP0222SY0V0,F,E,ST31S0000033,UCE7V510.1,200,0,WT,07/31/2014,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF6T042.1,0,500,OW,04/06/2015,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF6T041.1,0,500,OW,04/06/2015,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF71013.1,0,2000,OW,06/05/2015,
SG21,AN32183A-VF,F,E,ST31S0000157,UCH3U074.1,1000,0,AC,03/10/2017,
SG21,AN18403A-VB,F,E,ST31S0000120,UCE7V522.1,1864,0,WT,07/31/2014,
SG21,AN30888B-VB,F,E,ST31S0000120,UCE88012.1,1006,0,WT,08/08/2014,
SG21,AN8684NFHNBV,F,E,ST31S0000120,UCE7V467.1,247,0,WT,07/31/2014,
SG21,MN101CD1DPDZ,F,E,ST31S0000120,UCF4N010.1,3935,0,WT,11/13/2014,
SG21,MIP2E4DMY0LF,F,E,ST31S0000033,UCE7V536.1,451,0,WT,07/31/2014,
SG21,MIP0244SD2HD,F,E,ST31S0000035,UCF76010.1,0,800,OW,06/18/2015,
SG21,AN1431TTA,F,E,ST31S0000070,UCE7V572.1,2597,0,WT,07/31/2014,
SG21,AN7815FA-LC,F,E,ST31S0000070,UCF72030.1,127,0,WT,06/26/2015,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF8R033.1,0,450,OW,04/21/2015,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF77018.1,0,450,OW,03/13/2015,
SG21,AN5281NSCE1V,F,E,ST31S0000154,UCE7V432.1,706,0,WT,07/31/2014,
SG21,AN7512,F,E,ST31S0000072,UCF7U015.1,0,1000,OW,07/30/2015,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U100.1,0,2000,OW,03/24/2017,
SG21,MNBAFB1AEB1F,F,E,ST31S0000154,UCG21DSO.1,786,0,WT,01/05/2016,
SG21,MIP2F5SMS1DN,F,E,ST31S0000033,UCE7V525.1,463,0,WT,07/31/2014,
SG21,MIP5330MSSCF,F,E,ST31S0000033,UCE7V417.1,420,0,WT,07/31/2014,
SG21,MIP3E30MS1S0,F,E,ST31S0000033,UCF53014.1,1635,0,WT,03/26/2015,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N049.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N046.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9H014.1,0,2000,OW,08/10/2014,
SG21,MIP0122SY0V0,F,E,ST31S0000033,UCE7V538.1,1657,0,WT,07/31/2014,
SG21,MIP2E30MY,F,E,ST31S0000033,UCEB6013.1,2098,0,WT,10/23/2014,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF6U005.1,0,2000,OW,06/05/2015,
SG21,MN101CD1DPDZ,F,E,ST31S0000123,UCF4N009.1,0,2000,OW,11/13/2014,
SG21,AN7141-NT,F,E,ST31S0000072,UCE7V495.1,0,1390,OW,07/31/2014,
SG21,NN30295A-VB,F,E,ST31S0000120,UCE7V521.1,1036,0,WT,07/31/2014,
SG21,AN7805,F,E,ST31S0000070,UCEAH015.1,296,0,WT,07/31/2014,
SG21,AN7812F-LC,F,E,ST31S0000072,UCF5R010.1,0,450,OW,04/21/2015,
SG21,AN7805FA,F,E,ST31S0000070,UCFA2047.1,223,0,WT,08/13/2015,
SG21,AN7915FA,F,E,ST31S0000070,UCF6M029.1,70,0,WT,05/19/2015,
SG21,AN7283S-E2V,F,E,ST31S0000154,UCE7V431.1,1476,0,HD,07/31/2014,
SG21,MNBAFB1ASK1,F,E,ST31S0000155,UCE7V549.1,381,0,WT,07/31/2014,
SG21,AN80T53,F,E,ST31S0000070,UCE7V435.1,1128,0,WT,07/31/2014,
SG21,MN2PS009,F,E,ST11S0000067,UBF78064.1,160,0,WT,07/08/2015,
SG21,MN89512RF1,F,E,ST11S0000067,UBFCP017.1,440,0,WT,12/24/2015,
SG21,MN2WS140DFF1,T,E,ST11S0000067,UBF28022.1,43,0,HD,02/07/2015,
SG21,MIP287AMSSCF,F,E,ST31S0000033,UCE7V451.1,1334,0,WT,07/31/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N045.1,0,2000,OW,08/10/2014,
SG21,MIP0223SY1HD,F,E,ST31S0000033,UCF5K023.1,40,0,WT,04/06/2015,
SG21,MIP2L30MY,F,E,ST31S0000033,UCF2A022.1,307,0,WT,02/05/2015,
SG21,MIP0124SY0LB,F,E,ST31S0000033,UCE7V577.1,835,0,WT,07/31/2014,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF6J030.1,0,2000,OW,06/05/2015,
SG21,AN33012UA-VB,F,E,ST31S0000155,UCH3U052.1,1000,0,WT,03/16/2017,
SG21,AN18400A-VB,F,E,ST31S0000120,UCE7V507.1,102,0,WT,07/31/2014,
SG21,MIP8160001CS,F,E,ST31S0000032,UCE7V415.1,795,0,WT,07/31/2014,
SG21,MIP9L02MBS,F,E,ST31S0000033,UCE7V591.1,1880,0,WT,07/31/2014,
SG21,AN80T71-LC,F,E,ST31S0000070,UCE7V552.1,142,0,WT,07/31/2014,
SG21,AN7812F-LC,F,E,ST31S0000070,UCF5K024.1,79,0,WT,04/21/2015,
SG21,AN16996A-VB,F,E,ST31S0000120,UCE7V562.1,419,0,WT,07/31/2014,
SG21,AN44142A-VB,F,E,ST31S0000120,UCG1K685.1,7053,0,HD,01/20/2016,
SG21,MN101AFB1AXX,F,E,ST31S0000155,UCE7V490.1,267,0,WT,07/31/2014,
SG21,AN6383SB-E1V,F,E,ST31S0000154,UCE7V491.1,962,0,WT,07/31/2014,
SG21,AN80T32,F,E,ST31S0000070,UCE7V494.1,1106,0,WT,07/31/2014,
SG21,MIP0123SY,F,E,ST31S0000033,UCE7V578.1,74,0,WT,07/31/2014,
SG21,AN49135A-VB,F,E,ST31S0000120,UCFBJ016.1,299,0,WT,11/18/2015,
SG21,AN44116ABVB,F,E,ST31S0000123,UCH3U039.1,0,5000,OW,03/06/2017,
SG21,MIP5510MSSCF,F,E,ST31S0000033,UCECC005.1,189,0,WT,07/31/2014,
SG21,MIP2M40MS1S0,F,E,ST31S0000033,UCE7V592.1,671,0,WT,07/31/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9H015.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE95013.1,0,2000,OW,09/05/2014,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF6T039.1,0,500,OW,04/06/2015,
SG21,AN22000A-EAV,F,E,ST31S0000154,UCE7V567.1,423,0,WT,07/31/2014,
SG21,AN18167A-VB,F,E,ST31S0000153,UCE7V493.1,74,0,HD,07/31/2014,
SG21,AN47200A-VF,F,E,ST31S0000155,UCH3U080.1,2000,0,WT,03/20/2017,
SG21,AN32183A-VF,F,E,ST31S0000157,UCH3U075.1,1000,0,AC,03/10/2017,
SG21,AN33012UA-VB,F,E,ST31S0000155,UCH3U054.1,1000,0,WT,03/16/2017,
SG21,MN63Y2015-E1,F,E,ST31S0000154,UCE7V527.1,131,0,WT,07/31/2014,
SG21,AN5281NSCVFU,F,E,ST31S0000154,UCE7V419.1,1851,0,HD,07/31/2014,
SG21,AN22210A-VB,F,E,ST31S0000120,UCE7V547.1,439,0,WT,07/31/2014,
SG21,MIP0244SD2HD,F,E,ST31S0000033,UCF6J032.1,380,0,WT,06/18/2015,
SG21,AN79N12,F,E,ST31S0000072,UCE9Q019.1,0,96,OW,09/26/2014,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF8R031.1,0,450,OW,04/21/2015,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF6T043.1,0,450,OW,04/21/2015,
SG21,AN7915F-ALC,F,E,ST31S0000070,UCF8J014.1,10,0,WT,08/05/2015,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N041.1,0,450,OW,05/19/2015,
SG21,AN7236,F,E,ST31S0000072,UCEBR022.1,0,1000,OW,07/31/2014,
SG21,MN101CA6DHB,F,E,ST31S0000154,UCF54005.1,1479,0,WT,04/21/2015,
SG21,AN7905TA,F,E,ST31S0000070,UCEA2020.1,6,0,WT,09/26/2014,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U084.1,0,2000,OW,03/28/2017,
SG21,MN2WS140DFF1,T,E,ST11S0000065,UBF2B010.1,42,0,HD,02/07/2015,
SG21,MIP0221SS2S0,F,E,ST31S0000033,UCE7V478.1,126,0,WT,07/31/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N042.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N047.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N044.1,0,2000,OW,08/10/2014,
SG21,AN34044A-VF,F,E,ST31S0000154,UCE7V598.1,269,0,WT,07/31/2014,
SG21,AN8471SA-E1V,F,E,ST31S0000154,UCF2K027.1,750,0,WT,02/18/2015,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF71015.1,0,2000,OW,06/05/2015,
SG21,AN32183A-VF,F,E,ST31S0000155,UCH3U079.1,1000,0,WT,03/10/2017,
SG21,AN12973A-VB,F,E,ST31S0000120,UCE7V488.1,596,0,WT,07/31/2014,
SG21,AN33053A-VB,F,E,ST31S0000120,UCE7V468.1,1054,0,WT,07/31/2014,
SG21,AN22202A-VB,F,E,ST31S0000120,UCE7V462.1,1049,0,WT,07/31/2014,
SG21,AN78N05,F,E,ST31S0000070,UCE7V438.1,46,0,WT,07/31/2014,
SG21,AN7805FA-LC,F,E,ST31S0000070,UCFAL009.1,17,0,WT,10/21/2015,
SG21,AN7805F,F,E,ST31S0000070,UCE8H005.1,135,0,WT,08/15/2014,
SG21,AN6384SB-E1V,F,E,ST31S0000154,UCE96005.1,105,0,WT,08/22/2014,
SG21,MNBEFG9GXWV,F,E,ST31S0000123,UCH3U012.1,2000,0,AC,03/04/2017,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U071.1,0,2000,OW,03/28/2017,
SG21,MN864729-EB,T,E,ST31S0000123,UCH3U048.1,0,2000,OW,03/25/2017,
SG21,MIP0253SSSCF,F,E,ST31S0000033,UCF2J017.1,1264,0,WT,02/18/2015,
SG21,MIP3900MSSCF,F,E,ST31S0000033,UCF9F011.1,143,0,WT,09/12/2015,
SG21,MIP2900MSL,F,E,ST31S0000032,UCF3G016.1,606,0,WT,03/12/2015,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE9N050.1,0,2000,OW,08/10/2014,
SG21,MIP8360MT1S0,F,E,ST31S0000035,UCE95011.1,0,2000,OW,09/05/2014,
SG21,MIP0223SY1HD,F,E,ST31S0000035,UCF5K022.1,0,500,OW,04/06/2015,
SG21,MIP0223SY0LB,F,E,ST31S0000033,UCE7V509.1,804,0,WT,07/31/2014,
SG21,AN44064A-VF,F,E,ST31S0000154,UCF7D017.1,343,0,WT,07/12/2015,
SG21,AN44010A-VF,F,E,ST31S0000157,UCF67011.1,0,2000,OW,06/05/2015,
SG21,AN32183A-VF,F,E,ST31S0000155,UCH3U076.1,1000,0,WT,03/10/2017,
SG21,AN33012UA-VB,F,E,ST31S0000155,UCH3U053.1,1000,0,WT,03/16/2017,
SG21,MIP4150MDSLK,F,E,ST31S0000033,UCEAI005.1,362,0,WT,10/16/2014,
SG21,AN7812,F,E,ST31S0000070,UCE8O015.1,373,0,WT,07/31/2014,
SG21,AN7805F-LC,F,E,ST31S0000070,UCE7V515.1,1664,0,WT,07/31/2014,
SG21,AN7815F-LC,F,E,ST31S0000072,UCF77019.1,0,450,OW,03/13/2015,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N039.1,0,450,OW,05/19/2015,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF62013.1,0,450,OW,05/19/2015,
SG21,AN8742FHNEBV,F,E,ST31S0000120,UCE7V506.1,1606,0,WT,07/31/2014,
SG21,MIP4110MTSCF,F,E,ST31S0000035,UCF4H021.1,0,2000,OW,04/10/2015,
SG21,MIP4110MTSCF,F,E,ST31S0000033,UCF4B005.1,1017,0,WT,04/10/2015,
SG21,MIP2N1AUKL,F,E,ST31S0000031,UCF3C033.1,467,0,WT,03/11/2015,
SG21,MN2WS140DFF1,T,E,ST11S0000067,UBF2B009.1,18,0,HD,02/07/2015,
SG21,MIP4110MSSCF,F,E,ST31S0000033,UCECE015.1,739,0,WT,12/05/2014,
SG21,MIP0124SY,F,E,ST31S0000033,UCE7V470.1,285,0,WT,07/31/2014,
SG21,AN18161A-VB,F,E,ST31S0000154,UCE7V455.1,966,0,WT,07/31/2014,
SG21,AN34043A-VF,F,E,ST31S0000154,UCFA8060.1,272,0,WT,10/05/2015,
SG21,AN34044AAVF,F,E,ST31S0000154,UCE7V551.1,940,0,WT,07/31/2014,
SG21,MNBCFD6GHCLF,F,E,ST31S0000154,UCE7V558.1,414,0,WT,07/31/2014,
SG21,AN5891K,F,E,ST31S0000070,UCE7V544.1,913,0,WT,07/31/2014,
SG21,AN7915F-LC,F,E,ST31S0000072,UCF6N035.1,0,450,OW,05/19/2015,
SG21,AN7815FA,F,E,ST31S0000070,UCF6T045.1,291,0,WT,06/26/2015,
SG21,AN78M05,F,E,ST31S0000070,UCEA2018.1,61,0,WT,09/25/2014,
SG21,AN6438SC-E1V,F,E,ST31S0000154,UCEA8010.1,702,0,WT,09/19/2014,
SG21,MIP166,F,E,ST31S0000033,UCF2A021.1,176,0,WT,02/05/2015,
SG21,AN1431TTATAB,F,E,ST31S0000068,UCEBB019.1,2515,0,WT,11/07/2014,
SG21,AN7915F-LC,F,E,ST31S0000070,UCF62015.1,260,0,WT,05/19/2015,
SG21,MN101CB6GHNF,F,E,ST31S0000154,UCF1U005.1,511,0,WT,01/22/2015,
